street,zip_code,city,state,county,latitude,longitude,use_code,tax_assessment_year,tax_assessment,year_built,lot_size_sqft,finished_sqft,bathroom,bedrooms,last_sold_date,last_sold_price,region_id,region_type,region_name
127 College View Dr,7840,Hackettstown,NJ,warren,40.841306,-74.838699,SingleFamily,2015,337500,1966,17250,2168,2,4,1/18/17,258900,5027,city,Hackettstown
356 Bates St,8865,Phillipsburg,NJ,warren,40.694073,-75.18244,SingleFamily,2015,76445,1920,2613,1148,1,3,1/11/17,57000,53876,city,Phillipsburg
7 Russling Rd,7840,Hackettstown,NJ,warren,40.856699,-74.849344,SingleFamily,2015,202211,1850,93654,1458,2,3,1/11/17,231000,398130,city,Independence Township
14 Windsor Pl,7840,Hackettstown,NJ,warren,40.824001,-74.844423,SingleFamily,2015,364307,1997,NA,NA,3,4,1/10/17,351500,396692,city,Beatyestown
401 N Prospect St,8865,Phillipsburg,NJ,warren,40.70686,-75.186663,SingleFamily,2015,448600,2004,42253,2616,3,5,1/9/17,289000,32570,city,Lopatcong
178 Lewis St,8865,Phillipsburg,NJ,warren,40.689615,-75.191697,SingleFamily,2015,99514,1910,1873,1330,1.5,2,1/8/17,72000,53876,city,Phillipsburg
315 Grant St,8865,Phillipsburg,NJ,warren,40.693883,-75.185225,SingleFamily,2015,121791,1923,4791,NA,2,3,1/8/17,140000,53876,city,Phillipsburg
102 Deerfield Dr,7840,Hackettstown,NJ,warren,40.842382,-74.840625,SingleFamily,2015,256900,1955,16553,960,1.5,3,1/8/17,205000,5027,city,Hackettstown
24 Powderhorn Dr,8865,Phillipsburg,NJ,warren,40.707606,-75.166887,SingleFamily,2015,208600,1970,14810,1694,1,3,1/6/17,132500,32570,city,Lopatcong
77 Wood Duck Ct,7840,Hackettstown,NJ,warren,40.908786,-74.857419,MultiFamily2To4,2015,132879,1984,NA,NA,1.5,2,1/6/17,136000,396176,city,Allamuchy-Panther Valley
422 Thomas Stewart Way,8886,Stewartsville,NJ,warren,40.698388,-75.118149,SingleFamily,2015,424073,1994,57063,3690,3,4,1/5/17,400000,399001,city,Greenwich Township
100 Hurley Dr,7840,Hackettstown,NJ,warren,40.855367,-74.822119,SingleFamily,2015,248100,1963,10890,2058,2,4,1/5/17,275000,5027,city,Hackettstown
67 Shippen Rdg,7863,Oxford,NJ,warren,40.820785,-74.974082,SingleFamily,2015,298300,1999,16552,2306,3,4,1/5/17,280000,398116,city,Oxford Township
41 Indigo Rd,7840,Hackettstown,NJ,warren,40.8953,-74.8483,Townhouse,2015,363931,2010,NA,2850,4,3,1/5/17,354500,396176,city,Allamuchy-Panther Valley
14 Barn Owl Dr,7840,Hackettstown,NJ,warren,40.906078,-74.856985,SingleFamily,2015,211158,1976,3049,3049,2,2,1/5/17,168000,396176,city,Allamuchy-Panther Valley
2589 Belvidere Rd,8865,Phillipsburg,NJ,warren,40.74395,-75.139862,SingleFamily,2015,167163,1956,13068,1268,1,3,1/5/17,214900,399186,city,Harmony Township
859 South Blvd,8865,Phillipsburg,NJ,warren,40.660147,-75.164348,SingleFamily,2015,132500,NA,3484,1496,2,2,1/4/17,30800,43866,city,Alpha
904 E Prospect St,7840,Hackettstown,NJ,warren,40.86497,-74.828366,SingleFamily,2015,296600,1974,13939,1877,3,4,1/4/17,272250,5027,city,Hackettstown
23 Junegrass Way,7840,Hackettstown,NJ,warren,40.8953,-74.8483,Condominium,2015,362634,2010,NA,2850,3,3,1/4/17,314400,396176,city,Allamuchy-Panther Valley
69 Harris St,8865,Phillipsburg,NJ,warren,40.691061,-75.198784,SingleFamily,2015,91711,1890,2178,1084,1,3,1/2/17,45000,53876,city,Phillipsburg
526 4th St,7823,Belvidere,NJ,warren,40.824439,-75.073626,SingleFamily,2015,160119,1954,9601,1088,1,3,1/2/17,132500,9669,city,Belvidere
288 Marshall St,8865,Phillipsburg,NJ,warren,40.692782,-75.186171,SingleFamily,2015,55977,1920,3049,1216,1.5,3,12/30/16,65000,53876,city,Phillipsburg
977 Hill St,8865,Phillipsburg,NJ,warren,40.679713,-75.17079,SingleFamily,2015,120886,1900,6969,6250,1,3,12/30/16,107000,53876,city,Phillipsburg
228 Canal Way,7840,Hackettstown,NJ,warren,40.848412,-74.843805,Condominium,2015,262200,1990,2500,1731,3,3,12/30/16,227500,5027,city,Hackettstown
412 Brakeley Ave,8865,Phillipsburg,NJ,warren,40.703766,-75.176833,Condominium,2015,132500,NA,NA,NA,1,2,12/29/16,115000,32570,city,Lopatcong
3150 Belvidere Rd,8865,Phillipsburg,NJ,warren,40.772613,-75.110611,SingleFamily,2015,175877,1951,50530,1120,1,2,12/29/16,225000,399186,city,Harmony Township
22 Limerick Ln,8865,Phillipsburg,NJ,warren,40.701678,-75.162505,Condominium,2015,169100,NA,NA,NA,2.5,2,12/29/16,145000,32570,city,Lopatcong
159 Quenby Mountain Rd,7838,Great Meadows,NJ,warren,40.843382,-74.969283,SingleFamily,2015,76600,1955,135907,437,NA,NA,12/29/16,40000,397430,city,Liberty Township
202 High St,7840,Hackettstown,NJ,warren,40.855612,-74.828352,SingleFamily,2015,258700,1893,10018,1860,2,4,12/29/16,145000,5027,city,Hackettstown
3 Partridge Dr,7825,Blairstown,NJ,warren,40.963091,-74.968252,SingleFamily,2015,377022,1994,45302,2964,3,4,12/29/16,384500,35008,city,Blairstown
1123 Monroe Dr,8886,Stewartsville,NJ,warren,40.68428,-75.134758,SingleFamily,2015,431858,2000,16552,3686,3,4,12/28/16,420000,399001,city,Greenwich Township
9 Newman Rd,7825,Hardwick,NJ,warren,41.027388,-74.960882,SingleFamily,2015,332628,1980,654706,2152,3,4,12/28/16,299000,18469,city,Hardwick
61 Mount Rascal Rd,7840,Hackettstown,NJ,warren,40.875873,-74.838186,SingleFamily,2016,229216,1968,40075,1595,2,3,12/28/16,239900,398130,city,Independence Township
204 Seymour Rd,7840,Hackettstown,NJ,warren,40.841205,-74.841079,SingleFamily,2015,235000,1958,11325,960,1,3,12/28/16,235000,5027,city,Hackettstown
29 Oriole Dr,7840,Hackettstown,NJ,warren,40.907666,-74.854134,Condominium,2015,203482,1976,1742,1596,2.5,3,12/28/16,225000,396176,city,Allamuchy-Panther Valley
233 Cherry Tree Bend Rd,7865,Port Murray,NJ,warren,40.805254,-74.902774,SingleFamily,2015,268787,1976,108900,2000,3,3,12/28/16,325000,398451,city,Mansfield Township
2 Grosbeak Dr,7840,Hackettstown,NJ,warren,40.90897,-74.855862,Condominium,2015,149205,1986,NA,NA,2,2,12/28/16,189000,396176,city,Allamuchy-Panther Valley
107 Park Ave,7840,Hackettstown,NJ,warren,40.855262,-74.82507,SingleFamily,2015,184600,1940,13068,918,1,2,12/28/16,147500,5027,city,Hackettstown
205 Rosehill Ave,8865,Phillipsburg,NJ,warren,40.70725,-75.175515,SingleFamily,2015,208600,1960,11761,1340,2,3,12/27/16,217000,32570,city,Lopatcong
170 Mill Rd,7825,Blairstown,NJ,warren,40.965992,-74.886824,SingleFamily,2015,310700,1957,129808,2420,3,4,12/27/16,290000,399239,city,Frelinghuysen Township
209 Hardwick St,7823,Belvidere,NJ,warren,40.826913,-75.075194,SingleFamily,2015,194411,1864,4791,2348,3,5,12/27/16,234500,9669,city,Belvidere
238 Free Union Rd,7838,Great Meadows,NJ,warren,40.867764,-74.951645,SingleFamily,2015,358000,1989,87120,3397,3,4,12/27/16,392500,397430,city,Liberty Township
9 Junegrass Way,7840,Hackettstown,NJ,warren,40.8953,-74.8483,Condominium,2015,325116,2010,NA,1814,3,3,12/27/16,295000,396176,city,Allamuchy-Panther Valley
28 Hillcrest Dr,7838,Great Meadows,NJ,warren,40.855732,-74.956859,SingleFamily,2015,243900,1979,129373,2222,2,4,12/27/16,283000,397430,city,Liberty Township
45 Rushmore Ln,7840,Hackettstown,NJ,warren,40.914892,-74.831185,Condominium,2015,128879,1990,NA,NA,2,1,12/27/16,125000,396176,city,Allamuchy-Panther Valley
63 Glen Ave,8865,Phillipsburg,NJ,warren,40.693199,-75.194362,SingleFamily,2015,96008,1944,2178,1512,2,3,12/26/16,80000,53876,city,Phillipsburg
436 Brakeley Ave,8865,Phillipsburg,NJ,warren,40.702644,-75.17616,SingleFamily,2015,155000,1954,9583,1144,2,3,12/23/16,135680,32570,city,Lopatcong
9 Meadowlark,7840,Hackettstown,NJ,warren,40.907996,-74.856644,SingleFamily,2015,208888,1987,4356,1576,2.5,3,12/23/16,229500,396176,city,Allamuchy-Panther Valley
14 Goldfinch Way,7840,Hackettstown,NJ,warren,40.905083,-74.841434,SingleFamily,2015,223916,1977,3049,1697,4,2,12/23/16,255000,396176,city,Allamuchy-Panther Valley
325 Mount Bethel Rd,7865,Port Murray,NJ,warren,40.82591,-74.904251,SingleFamily,2015,233239,1971,70219,1396,NA,NA,12/23/16,245000,398451,city,Mansfield Township
256 Bald Eagle Dr,8886,Stewartsville,NJ,warren,40.699699,-75.137466,Condominium,2015,183500,2000,NA,1458,3,3,12/22/16,220000,32570,city,Lopatcong
502 State Route 173,8886,Stewartsville,NJ,warren,40.656639,-75.099592,SingleFamily,2015,209132,1968,56628,1400,NA,NA,NA,NA,399001,city,Greenwich Township
12 Dogwood Ln,8865,Phillipsburg,NJ,warren,40.700214,-75.162914,Condominium,2015,185800,2004,NA,1412,3,2,12/21/16,198000,32570,city,Lopatcong
614 Barrymore St,8865,Phillipsburg,NJ,warren,40.701734,-75.181949,SingleFamily,2015,228542,1927,12632,1792,3,3,12/21/16,185000,53876,city,Phillipsburg
87 Wood Duck Ct,7840,Hackettstown,NJ,warren,40.909581,-74.857828,Condominium,2015,149638,1988,44,960,2,2,12/21/16,150000,396176,city,Allamuchy-Panther Valley
33 Maines Ln,7825,Blairstown,NJ,warren,41.021236,-74.973709,SingleFamily,2015,395200,1987,1183960,2641,3,4,12/21/16,259900,35008,city,Blairstown
408 E Baldwin St,7840,Hackettstown,NJ,warren,40.860033,-74.833442,SingleFamily,2015,235200,1960,9583,NA,2,3,12/21/16,239900,5027,city,Hackettstown
13 Mountain Top Dr,7838,Great Meadows,NJ,warren,40.862882,-74.937577,SingleFamily,2015,273600,1996,43560,1848,3,4,12/21/16,301000,397430,city,Liberty Township
116 College View Dr,7840,Hackettstown,NJ,warren,40.841928,-74.840129,SingleFamily,2015,269700,1967,16117,1476,2,4,12/21/16,262000,5027,city,Hackettstown
59 Byron Dr,8865,Phillipsburg,NJ,warren,40.715602,-75.17129,SingleFamily,2015,318600,1997,8276,2277,3,3,12/20/16,269900,32570,city,Lopatcong
813 Wilbur Ave,8865,Phillipsburg,NJ,warren,40.683633,-75.173858,SingleFamily,2015,127898,1920,6229,NA,2,4,12/20/16,110000,53876,city,Phillipsburg
400 Christie Ct,8886,Stewartsville,NJ,warren,40.694341,-75.097968,SingleFamily,2015,302428,1991,40510,2040,3,4,12/20/16,340000,399001,city,Greenwich Township
841 Culkin St,8865,Phillipsburg,NJ,warren,40.684366,-75.1703,SingleFamily,2015,138415,1900,11804,1424,1.5,4,12/20/16,150000,53876,city,Phillipsburg
45 Foul Rift Rd,7823,BELVIDERE,NJ,warren,40.805785,-75.099534,SingleFamily,2015,124000,1940,49223,480,NA,NA,12/20/16,100000,9669,city,Belvidere
313 Belvidere Ave,7863,Oxford,NJ,warren,40.807034,-75.019675,SingleFamily,2015,280300,1880,80150,2604,4,3,12/20/16,295000,398116,city,Oxford Township
15 Pheasant Run,7840,Hackettstown,NJ,warren,40.90492,-74.850503,Condominium,2015,242297,1987,2919,1834,4,3,12/20/16,265000,396176,city,Allamuchy-Panther Valley
530 Edward St,8865,Phillipsburg,NJ,warren,40.704662,-75.175751,SingleFamily,2015,243900,2012,4792,2161,3,2,12/19/16,339100,32570,city,Lopatcong
238 Hudson St,8865,Phillipsburg,NJ,warren,40.692799,-75.191817,SingleFamily,2015,128576,1930,3049,1241,2,3,12/19/16,100000,53876,city,Phillipsburg
411 S 1st St,8865,Phillipsburg,NJ,warren,40.702392,-75.174109,SingleFamily,2015,130600,1955,6434,900,NA,NA,1/27/05,154900,32570,city,Lopatcong
160 Petersburg Rd,7840,Hackettstown,NJ,warren,40.879096,-74.868591,SingleFamily,2015,234144,1973,43560,1988,3,4,12/19/16,280000,396679,city,Great Meadows-Vienna
389 Delaware Rd,7825,Blairstown,NJ,warren,40.902656,-74.99428,SingleFamily,2015,331500,1989,138085,1958,4,4,12/19/16,290000,18622,city,Hope
120 Russling Rd,7840,Hackettstown,NJ,warren,40.849646,-74.880892,SingleFamily,2015,318892,1973,43995,3372,4,6,12/19/16,325000,398130,city,Independence Township
14 Jones Ln,7825,Hardwick,NJ,warren,40.997378,-74.949382,SingleFamily,2015,448086,2002,270072,2428,NA,NA,12/19/16,350000,18469,city,Hardwick
135 Union Brick Rd,7825,Blairstown,NJ,warren,40.932108,-74.995706,SingleFamily,2015,269900,1780,101494,2874,4,5,12/19/16,287000,35008,city,Blairstown
124 Goldfinch Dr,7840,Hackettstown,NJ,warren,40.903281,-74.84714,SingleFamily,2015,221105,1975,5227,1469,2,2,12/19/16,209000,396176,city,Allamuchy-Panther Valley
128 Canal Way,7840,Hackettstown,NJ,warren,40.851297,-74.842166,Townhouse,2015,235400,1991,NA,NA,3,2,12/19/16,223500,5027,city,Hackettstown
59 Davis St,8865,Phillipsburg,NJ,warren,40.691255,-75.188225,SingleFamily,2015,103924,1900,1742,NA,1,2,12/18/16,89900,53876,city,Phillipsburg
644 Belvidere Rd,8865,Phillipsburg,NJ,warren,40.701164,-75.189137,SingleFamily,2015,244261,1925,16117,1909,2,3,12/18/16,115000,53876,city,Phillipsburg
21 Hillside Rd,7840,Hackettstown,NJ,warren,40.817284,-74.861188,SingleFamily,2015,236669,1966,21780,2418,3,4,12/18/16,300000,396692,city,Beatyestown
68 Tamarack Rd,7823,Belvidere,NJ,warren,40.84935,-74.982409,SingleFamily,2015,107600,1953,4791,787,1,2,12/18/16,26800,397430,city,Liberty Township
8 Lauren Dr,8886,Stewartsville,NJ,warren,40.716995,-75.074827,SingleFamily,2015,374300,1991,59677,2562,NA,NA,12/16/16,350000,188902,city,Franklin Township
567 Edward St,8865,Phillipsburg,NJ,warren,40.70567,-75.175188,SingleFamily,2015,332100,2007,4356,2529,NA,NA,12/16/16,349000,32570,city,Lopatcong
288 Marshall St,8865,Phillipsburg,NJ,warren,40.692782,-75.186171,SingleFamily,2015,55977,1920,3049,1216,1.5,3,12/30/16,65000,53876,city,Phillipsburg
4 Burke St,8865,Phillipsburg,NJ,warren,40.700996,-75.185566,SingleFamily,2015,187606,1957,10018,1285,2,3,10/18/16,182000,53876,city,Phillipsburg
188 Bowers Ave,8865,Phillipsburg,NJ,warren,40.703804,-75.183764,SingleFamily,2015,233518,2009,10018,3000,2.5,4,8/26/11,270000,53876,city,Phillipsburg
341 Lincoln St,8865,Phillipsburg,NJ,warren,40.693832,-75.183965,SingleFamily,2015,123940,1989,4312,1722,1.5,3,8/31/16,160000,53876,city,Phillipsburg
401 Edward St,8865,Phillipsburg,NJ,warren,40.705036,-75.170356,SingleFamily,2015,231500,2014,NA,1706,2,2,2/28/17,1850,32570,city,Lopatcong
61 Haze Way,8865,Phillipsburg,NJ,warren,40.719202,-75.166709,SingleFamily,2015,339100,2000,12632,2379,3,4,1/26/17,335000,32570,city,Lopatcong
706 Rugby Rd,8865,Phillipsburg,NJ,warren,40.708523,-75.173008,SingleFamily,2015,168800,1958,11761,1132,2,2,3/17/17,152000,32570,city,Lopatcong
1865 Springtown Rd,8865,Alpha,NJ,warren,40.652504,-75.156239,SingleFamily,2015,168000,1947,13110,1433,2,4,7/29/16,180000,43866,city,Alpha
244 Irwin St,8865,Phillipsburg,NJ,warren,40.692167,-75.191296,SingleFamily,2015,75879,1900,1742,1092,NA,NA,12/5/16,73800,53876,city,Phillipsburg
841 South Blvd,8865,Phillipsburg,NJ,warren,40.660211,-75.163898,SingleFamily,2015,136700,1890,4791,2100,1,4,11/20/16,165000,43866,city,Alpha
877 Mill St,8865,Phillipsburg,NJ,warren,40.682669,-75.17154,SingleFamily,2015,166573,1920,7840,2198,2,4,10/11/16,134000,53876,city,Phillipsburg
438 Russell Ave,8865,Phillipsburg,NJ,warren,40.673434,-75.159597,SingleFamily,2015,167437,1952,10454,1240,2,3,9/30/16,149900,395813,city,Pohatcong Township
403 Thomas St,8865,Phillipsburg,NJ,warren,40.68719,-75.175779,SingleFamily,2015,162163,1910,3920,1632,2,3,9/14/16,73000,53876,city,Phillipsburg
534 Corliss Ave,8865,Phillipsburg,NJ,warren,40.697597,-75.18515,SingleFamily,2015,153342,1928,5662,1342,2,3,9/13/16,176500,53876,city,Phillipsburg
612 S Main St,8865,Phillipsburg,NJ,warren,40.683198,-75.184885,SingleFamily,2015,51340,1900,3964,1466,2,3,4/13/17,28000,53876,city,Phillipsburg
133 Ridge Rd,8865,Phillipsburg,NJ,warren,40.744565,-75.135554,SingleFamily,2015,222848,1940,20800,1650,3,3,9/2/16,102000,399186,city,Harmony Township
592 Lee Ave,8865,Phillipsburg,NJ,warren,40.667369,-75.161373,SingleFamily,2015,198509,1924,18730,1476,2,4,12/1/16,60215,395813,city,Pohatcong Township
519 Lynda Rd,8865,Phillipsburg,NJ,warren,40.707001,-75.176213,SingleFamily,2015,178100,1950,8712,1235,1,3,11/15/16,145000,32570,city,Lopatcong
128 Limerick Ln,8865,Phillipsburg,NJ,warren,40.700427,-75.162026,Condominium,2015,179900,2003,NA,1860,2.5,2,3/22/17,130000,32570,city,Lopatcong
12 Dogwood Ln,8865,Phillipsburg,NJ,warren,40.700214,-75.162914,Condominium,2015,185800,2004,NA,1412,3,2,12/21/16,198000,32570,city,Lopatcong
277 Windmill Ct,8865,Phillipsburg,NJ,warren,40.703062,-75.15891,SingleFamily,2015,129700,2005,NA,912,1,1,8/15/16,117500,32570,city,Lopatcong
812 Sampson Ave,8865,Phillipsburg,NJ,warren,40.662922,-75.163857,SingleFamily,2015,159500,1965,NA,NA,1,3,9/16/16,141780,43866,city,Alpha
3150 Belvidere Rd,8865,Phillipsburg,NJ,warren,40.772613,-75.110611,SingleFamily,2015,175877,1951,50530,1120,1,2,12/29/16,225000,399186,city,Harmony Township
208 Stelko Ave,8865,Phillipsburg,NJ,warren,40.705804,-75.179326,SingleFamily,2015,149100,1953,10018,2100,1,5,10/21/16,92500,32570,city,Lopatcong
841 Culkin St,8865,Phillipsburg,NJ,warren,40.684366,-75.1703,SingleFamily,2015,138415,1900,11804,1424,1.5,4,12/20/16,150000,53876,city,Phillipsburg
36 Evelyn Ave,8865,Phillipsburg,NJ,warren,40.69317,-75.193353,MultiFamily2To4,2015,142938,1920,2178,1782,2,3,11/4/16,68000,53876,city,Phillipsburg
58 Lake View Ave,7825,Blairstown,NJ,warren,40.936502,-74.943909,SingleFamily,2015,175700,NA,12196,NA,1,3,11/14/16,55000,18622,city,Hope
133 College View Dr,7840,Hackettstown,NJ,warren,40.840761,-74.838323,VacantResidentialLand,2015,292700,1965,17424,NA,NA,NA,11/14/16,235000,5027,city,Hackettstown
218 Old Farm Dr,7838,Great Meadows,NJ,warren,40.912244,-74.854944,Condominium,NA,NA,2007,NA,1250,2,2,11/13/16,180000,396176,city,Allamuchy-Panther Valley
15 River Ct,7865,Port Murray,NJ,warren,40.796114,-74.86864,SingleFamily,2015,257562,1963,44866,1784,2,3,11/13/16,280000,398451,city,Mansfield Township
84 Bennett St,8865,Phillipsburg,NJ,warren,40.69397,-75.197869,SingleFamily,2015,179125,1900,5600,2060,3,4,11/10/16,178000,53876,city,Phillipsburg
49 Henry St,7863,Oxford,NJ,warren,40.806796,-75.004822,SingleFamily,2016,277158,2005,14810,2268,4,4,11/10/16,192900,398116,city,Oxford Township
5 Purple Martin Dr,7840,Hackettstown,NJ,warren,40.905911,-74.855651,Condominium,2015,207050,1978,3049,1824,4,3,11/10/16,230000,396176,city,Allamuchy-Panther Valley
8 Grant Way,8865,Phillipsburg,NJ,warren,40.718833,-75.16498,SingleFamily,2015,329200,2001,10454,2435,2.5,4,11/9/16,314900,32570,city,Lopatcong
7 Odessa Dr,7838,Great Meadows,NJ,warren,40.859339,-74.906727,SingleFamily,2015,319116,1990,43560,2309,2.5,3,11/9/16,355000,398130,city,Independence Township
116 Old Farm Dr,7838,Great Meadows,NJ,warren,40.9121,-74.8557,Condominium,NA,NA,2006,NA,NA,1,1,11/8/16,133000,396176,city,Allamuchy-Panther Valley
3 Forest Ridge Dr,7840,Hackettstown,NJ,warren,40.84661,-74.85785,SingleFamily,2015,461366,2007,92782,NA,4,4,11/7/16,424900,398130,city,Independence Township
17 Barn Swallow Ct,8886,Stewartsville,NJ,warren,40.667087,-75.115071,SingleFamily,2015,588010,2002,138956,4236,3,4,11/4/16,525000,399001,city,Greenwich Township
36 Evelyn Ave,8865,Phillipsburg,NJ,warren,40.69317,-75.193353,MultiFamily2To4,2015,142938,1920,2178,1782,2,3,11/4/16,68000,53876,city,Phillipsburg
333 Greens Ridge Rd,8886,Stewartsville,NJ,warren,40.667783,-75.109156,SingleFamily,2015,388870,1993,72745,2536,2.5,4,11/4/16,418000,399001,city,Greenwich Township
34 Dryden Ter,8865,Phillipsburg,NJ,warren,40.709227,-75.159718,SingleFamily,2015,244400,1973,34848,1963,NA,NA,11/4/16,270500,32570,city,Lopatcong
50 Scenic Ct,7840,Hackettstown,NJ,warren,40.862592,-74.808557,SingleFamily,2015,375300,2000,10018,2500,3,4,11/4/16,244530,5027,city,Hackettstown
