street,zip_code,city,state,county,latitude,longitude,use_code,tax_assessment_year,tax_assessment,year_built,lot_size_sqft,finished_sqft,bathroom,bedrooms,last_sold_date,last_sold_price,region_id,region_type,region_name
267 Arlington Ave # B,7305,Jersey City,NJ,Hudson,40.710815,-74.073098,MultiFamily2To4,2015,413058,2006,6100,1486,2,3,2/22/17,345000,272945,neighborhood,Bergen-Lafayette
208 Jackson St APT 3,7030,Hoboken,NJ,Hudson,40.740928,-74.040759,Condominium,2015,639491,2000,1258,1260,2,2,2/22/17,875000,25146,city,Hoboken
85 Bowers St,7307,Jersey City,NJ,Hudson,40.746432,-74.046436,SingleFamily,2015,349766,NA,2178,NA,NA,NA,2/22/17,257000,275707,neighborhood,The Heights
6208 Jackson St # 22,7093,West New York,NJ,Hudson,40.792532,-74.01704,Condominium,2015,232489,NA,17,1108,NA,NA,NA,NA,36529,city,West New York
4 Schultz Pl,7094,Secaucus,NJ,Hudson,40.79641,-74.055587,SingleFamily,2015,301522,1964,5005,1248,2,3,2/22/17,510000,33911,city,Secaucus
6506 Palisade Ave,7093,West New York,NJ,Hudson,40.792065,-74.010401,SingleFamily,2015,296336,NA,2513,NA,NA,NA,2/22/17,410000,36529,city,West New York
201 Saint Pauls Ave APT 15F,7306,Jersey City,NJ,Hudson,40.736748,-74.06031,Condominium,2015,207862,NA,NA,780,1,2,2/21/17,310000,274157,neighborhood,Journal Square
212 Freeman Ave,7306,Jersey City,NJ,Hudson,40.729836,-74.081722,SingleFamily,2015,549633,2007,1999,3072,NA,NA,2/21/17,440000,276653,neighborhood,West Side
136 Ege Ave,7304,Jersey City,NJ,Hudson,40.713823,-74.081713,SingleFamily,2015,193204,NA,3001,NA,2,3,2/21/17,326000,272945,neighborhood,Bergen-Lafayette
300 Communipaw Ave APT 21,7304,Jersey City,NJ,Hudson,40.709768,-74.060524,Condominium,2015,15989,2016,187308,1238,1,2,2/21/17,415000,272945,neighborhood,Bergen-Lafayette
74 South St,7307,Jersey City,NJ,Hudson,40.74874,-74.044857,SingleFamily,2015,349766,NA,2060,NA,NA,NA,2/21/17,385000,275707,neighborhood,The Heights
110 Leonard St,7307,Jersey City,NJ,Hudson,40.756823,-74.048032,Condominium,2015,629580,2014,2500,2925,4,6,2/21/17,765000,275707,neighborhood,The Heights
126 Bright St APT 301,7302,Jersey City,NJ,Hudson,40.717945,-74.050453,Condominium,2015,546302,NA,2500,1131,NA,NA,2/21/17,555000,273483,neighborhood,Downtown
209 Stewart Ave,7032,Kearny,NJ,Hudson,40.775485,-74.139288,SingleFamily,2015,292809,1950,4121,1650,3,3,2/21/17,295000,5382,city,Kearny
83 Bentley Ave,7304,Jersey City,NJ,Hudson,40.720953,-74.077595,SingleFamily,2015,473018,1900,5732,NA,5,7,2/21/17,879000,276653,neighborhood,West Side
31 Waldo Ave,7306,Jersey City,NJ,Hudson,40.726747,-74.057886,MultiFamily5Plus,2015,399733,NA,NA,1290,1,3,2/21/17,603000,274157,neighborhood,Journal Square
86 W 12th St,7002,Bayonne,NJ,Hudson,40.658017,-74.128468,SingleFamily,2015,180578,NA,2500,NA,2,4,2/21/17,305000,21685,city,Bayonne
321 15th St,7087,Union City,NJ,Hudson,40.760727,-74.034713,SingleFamily,2015,281210,NA,2922,NA,3,5,2/21/17,295000,54791,city,Union City
39A Willow St,7002,Bayonne,NJ,Hudson,40.670938,-74.110006,SingleFamily,2015,160966,1920,1237,1311,3,3,2/21/17,310000,21685,city,Bayonne
3726 Liberty Ave,7047,North Bergen,NJ,Hudson,40.779677,-74.036147,MultiFamily2To4,2015,263296,1916,3197,2184,4,7,2/21/17,455000,189654,neighborhood,New Durham
7411 3rd Ave,7047,North Bergen,NJ,Hudson,40.800003,-74.011267,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,762011,neighborhood,Racetrack
307 59th St,7093,West New York,NJ,Hudson,40.786466,-74.013614,SingleFamily,2015,364763,NA,2500,NA,2,3,2/21/17,446900,36529,city,West New York
7716 Kennedy Blvd APT 3B,7047,North Bergen,NJ,Hudson,40.803138,-74.011466,Condominium,2015,287352,2007,NA,1267,2,2,2/21/17,342000,762011,neighborhood,Racetrack
605 1st St APT 1F,7030,Hoboken,NJ,Hudson,40.739072,-74.040376,Condominium,2015,278304,1901,479,479,1,1,2/20/17,340000,25146,city,Hoboken
151 Van Horne St,7304,Jersey City,NJ,Hudson,40.711476,-74.065813,MultiFamily2To4,2015,209860,NA,NA,NA,3,5,2/20/17,479000,272945,neighborhood,Bergen-Lafayette
117 North St,7307,Jersey City,NJ,Hudson,40.752664,-74.046442,SingleFamily,2015,199867,NA,1903,NA,2,2,2/20/17,525000,275707,neighborhood,The Heights
313 Ann St,7029,Harrison,NJ,Hudson,40.746557,-74.149674,Townhouse,2015,216905,NA,NA,NA,2,2,2/19/17,625000,8762,city,Harrison
136 Newark Ave APT 6,7302,Jersey City,NJ,Hudson,40.720277,-74.043405,MultiFamily2To4,NA,NA,NA,NA,1050,2,3,2/17/17,730000,273483,neighborhood,Downtown
153 Beacon Ave,7306,Jersey City,NJ,Hudson,40.737754,-74.056696,SingleFamily,2015,399733,NA,2617,NA,3,5,2/17/17,525000,275707,neighborhood,The Heights
212 Olean Ave,7306,Jersey City,NJ,Hudson,40.728188,-74.077469,Townhouse,2015,264157,NA,2178,800,1,2,2/17/17,190000,276653,neighborhood,West Side
2 Parkside Ln,7002,Bayonne,NJ,Hudson,40.661747,-74.127604,SingleFamily,2015,306147,1942,3206,1052,2,4,2/17/17,341000,21685,city,Bayonne
41 Rutland Ave,7032,Kearny,NJ,Hudson,40.766467,-74.150388,MultiFamily2To4,2015,247018,NA,2178,NA,2,4,2/17/17,232000,5382,city,Kearny
559 Garfield Ave,7305,Jersey City,NJ,Hudson,40.700402,-74.080009,SingleFamily,2016,253347,NA,2465,NA,NA,NA,2/17/17,275000,189019,neighborhood,Greenville
1093 Summit Ave # 202,7307,Jersey City,NJ,Hudson,40.752239,-74.048484,Condominium,2015,114590,NA,NA,626,1,2,2/17/17,169000,275707,neighborhood,The Heights
417 59th St,7093,West New York,NJ,Hudson,40.787334,-74.015483,SingleFamily,2015,330550,NA,2500,NA,NA,NA,2/17/17,260000,36529,city,West New York
6119 Monitor Pl,7093,West New York,NJ,Hudson,40.787392,-74.006654,MultiFamily2To4,2015,620690,NA,3301,NA,4,3,2/17/17,790000,36529,city,West New York
1118 72nd St,7047,North Bergen,NJ,Hudson,40.799847,-74.015385,MultiFamily2To4,2015,272881,NA,2374,NA,3,6,2/17/17,365000,40038,city,North Bergen
410 77th St,7047,North Bergen,NJ,Hudson,40.799804,-74.006099,SingleFamily,2015,258598,1916,3301,2084,1,4,2/17/17,360000,40038,city,North Bergen
525 35th St,7087,Union City,NJ,Hudson,40.774005,-74.029128,SingleFamily,2015,236379,1903,2500,1000,1,2,2/17/17,310000,54791,city,Union City
1 Greene St APT 304,7302,Jersey City,NJ,Hudson,40.712767,-74.037068,MultiFamily5Plus,2015,436043,1986,51836,1524,2,2,2/16/17,875000,275730,neighborhood,The Waterfront
117 Kensington Ave APT 304,7304,Jersey City,NJ,Hudson,40.723667,-74.077187,Condominium,2015,232179,1889,13360,1600,3,4,2/16/17,345000,276653,neighborhood,West Side
159 Charles St,7094,Secaucus,NJ,Hudson,40.771575,-74.06389,SingleFamily,2015,297246,1956,5602,1820,NA,NA,2/16/17,475000,33911,city,Secaucus
65 Fleet St # 402,7306,Jersey City,NJ,Hudson,40.73404,-74.054582,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,275707,neighborhood,The Heights
206 6th St APT 1L,7302,Jersey City,NJ,Hudson,40.72531,-74.04276,Condominium,NA,NA,2007,NA,550,1,1,NA,NA,273483,neighborhood,Downtown
297 Fulton Ave,7305,Jersey City,NJ,Hudson,40.706909,-74.090843,MultiFamily2To4,2015,316456,NA,2779,NA,3,7,2/16/17,380000,189019,neighborhood,Greenville
4508 Smith Ave # 3-2D,7047,North Bergen,NJ,Hudson,40.781225,-74.026833,Condominium,2015,239053,1986,812,812,NA,NA,2/16/17,186000,245503,neighborhood,Meadowview
64 Bowers St,7307,Jersey City,NJ,Hudson,40.74643,-74.045145,MultiFamily2To4,2015,386409,NA,NA,NA,2,2,10/25/07,360000,275707,neighborhood,The Heights
1100 Maxwell Ln UNIT 1103,7030,Hoboken,NJ,Hudson,40.749663,-74.025069,Condominium,2015,1137460,2014,NA,1315,2,2,NA,NA,25146,city,Hoboken
201 Saint Pauls Ave APT 10L,7306,Jersey City,NJ,Hudson,40.737102,-74.060272,Condominium,2015,132578,NA,134600,530,NA,NA,6/30/97,85000,274157,neighborhood,Journal Square
635 Garden St APT 5,7030,Hoboken,NJ,Hudson,40.744735,-74.03042,Condominium,2015,598106,1901,8080,1245,1,2,2/16/17,670400,25146,city,Hoboken
1450 Washington St APT 613,7030,Hoboken,NJ,Hudson,40.753839,-74.02596,Condominium,2015,588182,NA,NA,778,1,1,2/16/17,695000,25146,city,Hoboken
134 Gates Avenue #I,7305,Jersey City,NJ,Hudson,40.692365,-74.096997,Condominium,NA,NA,NA,NA,1534,2,3,1/14/17,209275,189019,neighborhood,Greenville
107 Willow Ter,7030,Hoboken,NJ,Hudson,40.745312,-74.03268,SingleFamily,2015,847316,1901,622,1744,3,4,2/16/17,110000,25146,city,Hoboken
46 E 37th St,7002,Bayonne,NJ,Hudson,40.673909,-74.107257,SingleFamily,2015,267879,1920,2500,2052,NA,NA,2/16/17,185000,21685,city,Bayonne
10 Huron Ave APT 12K,7306,Jersey City,NJ,Hudson,40.73615,-74.061805,MultiFamily2To4,2015,295802,NA,NA,1110,2,2,2/16/17,321000,274157,neighborhood,Journal Square
129 Harrison St APT 2,7030,Hoboken,NJ,Hudson,40.740398,-74.041351,Condominium,2015,402571,NA,850,850,1,1,2/9/17,495000,25146,city,Hoboken
2012 41st St,7047,North Bergen,NJ,Hudson,40.782527,-74.036257,SingleFamily,2015,379816,NA,2274,2600,5,8,2/16/17,415000,189654,neighborhood,New Durham
426 78th St APT 1,7047,North Bergen,NJ,Hudson,40.800266,-74.005809,Condominium,2015,107875,1930,222,619,1,1,2/17/17,120000,40038,city,North Bergen
210 67th St,7093,West New York,NJ,Hudson,40.792075,-74.007236,MultiFamily2To4,2015,337015,NA,2500,NA,3,5,2/16/17,405000,36529,city,West New York
159 Pearsall Ave,7305,Jersey City,NJ,Hudson,40.695218,-74.094673,MultiFamily2To4,2015,312458,NA,2918,NA,2,5,2/15/17,310000,189019,neighborhood,Greenville
407 30th St APT 2,7087,Union City,NJ,Hudson,40.770814,-74.029186,Condominium,2015,319177,2005,35,1450,2,1,2/15/17,205000,54791,city,Union City
329 Palisade Ave APT 7,7307,Jersey City,NJ,Hudson,40.740127,-74.047115,Condominium,2015,174551,1910,2500,698,1,3,2/15/17,307000,275707,neighborhood,The Heights
24 Richard St,7305,Jersey City,NJ,Hudson,40.69988,-74.079299,SingleFamily,2015,244837,NA,2043,NA,NA,NA,2/15/17,89000,189019,neighborhood,Greenville
3819 Kennedy Blvd,7087,Union City,NJ,Hudson,40.777016,-74.029233,MultiFamily2To4,2015,291292,1920,1664,NA,4,80,2/15/17,230000,54791,city,Union City
119 W 13th St,7002,Bayonne,NJ,Hudson,40.65971,-74.129226,SingleFamily,2015,249940,NA,2500,NA,2,3,2/15/17,334000,21685,city,Bayonne
714 Hamilton St,7029,Harrison,NJ,Hudson,40.748984,-74.151023,SingleFamily,2015,216010,2016,2500,NA,5,5,2/15/17,625000,8762,city,Harrison
265 Custer Ave APT 102,7305,Jersey City,NJ,Hudson,40.696327,-74.101996,Condominium,NA,NA,NA,NA,2020,3,3,2/15/17,395000,189019,neighborhood,Greenville
644 38TH St # 46,7087,UNION CITY,NJ,Hudson,40.777519,-74.031103,MultiFamily2To4,2015,522951,NA,5001,1408,3,7,2/15/17,300000,54791,city,Union City
75 Booraem Ave,7307,Jersey City,NJ,Hudson,40.739649,-74.049916,SingleFamily,2015,243837,1890,1660,NA,NA,NA,2/15/17,625000,275707,neighborhood,The Heights
443 2nd St APT 111,7302,Jersey City,NJ,Hudson,40.72314,-74.05166,Condominium,NA,NA,NA,1180,NA,2,2,2/2/17,790000,273483,neighborhood,Downtown
119 Oxford Ave,7304,Jersey City,NJ,Hudson,40.719246,-74.080619,MultiFamily2To4,2015,401066,2004,2274,3030,2,6,2/15/17,345000,276653,neighborhood,West Side
229 Brunswick St APT 3,7302,Jersey City,NJ,Hudson,40.727855,-74.050323,Condominium,2015,177882,1884,950,534,1,1,2/15/17,310000,273483,neighborhood,Downtown
324 York St # 1,7302,Jersey City,NJ,Hudson,40.662272,-74.188674,Condominium,2015,636243,1877,1799,1367,2,2,2/15/17,745000,31388,city,Elizabeth
165 Vroom St APT 4A,7306,Jersey City,NJ,Hudson,40.729118,-74.068168,Condominium,2015,49300,NA,NA,369,1,0,2/15/17,135000,274157,neighborhood,Journal Square
14 Richard St,7305,Jersey City,NJ,Hudson,40.69963,-74.079089,SingleFamily,2015,233845,NA,1625,NA,NA,NA,2/15/17,140000,189019,neighborhood,Greenville
403 N 5th St,7029,Harrison,NJ,Hudson,40.749791,-74.154807,MultiFamily2To4,2015,335980,1900,2178,NA,3,6,2/15/17,410000,8762,city,Harrison
63 Jewett Ave,7304,Jersey City,NJ,Hudson,40.72094,-74.069574,MultiFamily2To4,2015,299800,1900,2500,2500,2,3,2/15/17,156500,274464,neighborhood,McGinley Square
30 E 29th St,7002,Bayonne,NJ,Hudson,40.667771,-74.113329,MultiFamily2To4,2015,421430,NA,3145,NA,4,7,2/15/17,425000,21685,city,Bayonne
174 Brighton Ave,7032,Kearny,NJ,Hudson,40.76447,-74.152259,SingleFamily,2015,247339,NA,2614,NA,2,3,2/15/17,242000,5382,city,Kearny
8008 Grand Ave,7047,North Bergen,NJ,Hudson,40.805981,-74.014315,SingleFamily,2015,327006,2007,2500,2208,3,3,2/15/17,429000,40038,city,North Bergen
6217 Jefferson St,7093,West New York,NJ,Hudson,40.79372,-74.018386,SingleFamily,2015,198007,1919,1751,874,NA,NA,2/15/17,180000,36529,city,West New York
9011 Fulton Ave,7047,North Bergen,NJ,Hudson,40.80845,-73.999347,MultiFamily2To4,2015,557602,1916,4791,4416,4,5,2/15/17,540000,34896,neighborhood,Woodcliff
182 Lexington Ave,7304,Jersey City,NJ,Hudson,40.720696,-74.084447,SingleFamily,2015,283144,NA,1999,NA,NA,NA,2/14/17,68000,276653,neighborhood,West Side
615 Avenue A,7002,Bayonne,NJ,Hudson,40.669873,-74.123041,SingleFamily,2015,233676,NA,1825,NA,2,3,2/14/17,300000,21685,city,Bayonne
147 Warner Ave,7305,Jersey City,NJ,Hudson,40.701822,-74.091586,MultiFamily2To4,2015,215523,NA,NA,NA,3,4,2/28/97,155000,189019,neighborhood,Greenville
1 Shore Ln APT 2012,7310,Jersey City,NJ,Hudson,40.730388,-74.032325,Condominium,2015,24650,2000,40511,1335,2,2,5/20/08,764498,275730,neighborhood,The Waterfront
155 Sherman Ave APT 1,7307,Jersey City,NJ,Hudson,40.746112,-74.046287,Condominium,NA,NA,NA,NA,1209,1,2,NA,NA,275707,neighborhood,The Heights
72 Bidwell Ave,7305,Jersey City,NJ,Hudson,40.703873,-74.079325,SingleFamily,2015,188541,NA,2500,NA,NA,NA,2/14/17,275000,189019,neighborhood,Greenville
24 W 34th St,7002,Bayonne,NJ,Hudson,40.673338,-74.111669,SingleFamily,2015,333413,1920,4748,1840,NA,NA,2/14/17,340000,21685,city,Bayonne
456 9th St APT 35,7030,Hoboken,NJ,Hudson,40.748933,-74.034576,Condominium,2015,431777,1987,814,814,1,1,2/14/17,555000,25146,city,Hoboken
212 Fulton Ave,7305,Jersey City,NJ,Hudson,40.70502,-74.086982,MultiFamily2To4,2015,333111,2004,2613,NA,5,8,2/14/17,400000,189019,neighborhood,Greenville
10 Regent St APT 512,7302,Jersey City,NJ,Hudson,40.715618,-74.046516,Condominium,2015,14990,NA,NA,1180,2,2,2/14/17,860000,273483,neighborhood,Downtown
35 N Midland Ave,7032,Kearny,NJ,Hudson,40.774523,-74.149236,SingleFamily,2015,252499,NA,NA,NA,2,3,2/14/17,350000,5382,city,Kearny
311 70th St,7093,Guttenberg,NJ,Hudson,40.794511,-74.007875,SingleFamily,2015,314422,NA,2500,2400,4,4,2/14/17,535000,18420,city,Guttenberg
125 70th St APT 3G,7093,Guttenberg,NJ,Hudson,40.792942,-74.004547,Condominium,2015,247476,2005,NA,920,2,1,2/14/17,200000,18420,city,Guttenberg
124 Ivy St,7032,Kearny,NJ,Hudson,40.7591,-74.1443,SingleFamily,2015,356660,1971,2988,1636,40,NA,9/24/96,150000,5382,city,Kearny
12 Elm Ct,7002,Bayonne,NJ,Hudson,40.654902,-74.120232,MultiFamily2To4,2015,378378,2002,NA,NA,4,6,2/13/17,420000,21685,city,Bayonne
117 Bloomfield St APT 1A,7030,Hoboken,NJ,Hudson,40.738143,-74.031425,Condominium,2015,685161,2007,956,956,2,2,2/13/17,653000,25146,city,Hoboken
88 Morgan St APT 4401,7302,Jersey City,NJ,Hudson,40.719844,-74.035942,Condominium,2015,6995,NA,75542,843,1,1,2/13/17,682500,275730,neighborhood,The Waterfront
1702 Central Ave,7087,Union City,NJ,Hudson,40.767345,-74.032692,Condominium,NA,NA,NA,NA,866,1,1,2/13/17,375000,54791,city,Union City
411 25th St,7087,Union City,NJ,Hudson,40.76779,-74.031545,MultiFamily2To4,2015,332476,1903,2199,2472,4,9,2/13/17,487000,54791,city,Union City
600 Hudson St APT 4A,7030,Hoboken,NJ,Hudson,40.743511,-74.028172,Condominium,2015,686739,NA,1220,1220,2,2,2/13/17,855000,25146,city,Hoboken
2500 New York Ave,7087,Union City,NJ,Hudson,40.767761,-74.030497,MultiFamily2To4,2015,418275,1913,2500,NA,4,8,2/13/17,530000,54791,city,Union City
112 Grant Ave,7305,Jersey City,NJ,Hudson,40.710045,-74.081771,MultiFamily2To4,2015,191539,NA,3171,NA,1,6,2/13/17,155000,272945,neighborhood,Bergen-Lafayette
3 Greenwich Dr APT 79,7305,Jersey City,NJ,Hudson,40.717174,-74.092991,Condominium,2015,8994,2006,NA,NA,1,0,12/21/06,293610,276653,neighborhood,West Side
82 Madison St # B,7030,Hoboken,NJ,Hudson,40.73832,-74.039511,Condominium,2015,924786,1999,NA,2200,3,3,2/13/17,1450000,25146,city,Hoboken
16 W 12th St,7002,Bayonne,NJ,Hudson,40.656538,-74.125416,SingleFamily,2015,182253,1920,1681,1140,NA,NA,2/13/17,168000,21685,city,Bayonne
372 2nd St # 4,7302,Jersey City,NJ,Hudson,40.72319,-74.049964,Condominium,2015,197868,2001,1677,530,1,1,5/10/06,290000,273483,neighborhood,Downtown
268 Clendenny Ave,7304,Jersey City,NJ,Hudson,40.721663,-74.088405,SingleFamily,2015,304130,NA,2540,NA,1,3,12/28/16,280000,276653,neighborhood,West Side
302 Palisade Ave APT 302,7307,Jersey City,NJ,Hudson,40.7388,-74.0473,Condominium,NA,NA,2016,NA,1015,2,2,9/1/16,457900,275707,neighborhood,The Heights
15 Warren St APT 102,7302,Jersey City,NJ,Hudson,40.711566,-74.040208,Condominium,2015,16656,NA,63650,1395,2,2,9/8/16,989000,273483,neighborhood,Downtown
21 Pierce Ave,7307,Jersey City,NJ,Hudson,40.751482,-74.050518,MultiFamily2To4,2015,335110,1870,1395,NA,3,5,8/29/16,419000,275707,neighborhood,The Heights
523 Liberty Ave,7307,Jersey City,NJ,Hudson,40.754744,-74.053954,MultiFamily2To4,2015,183211,2016,2500,2600,6,6,1/13/17,765000,275707,neighborhood,The Heights
270 Armstrong Ave,7305,Jersey City,NJ,Hudson,40.7056,-74.090763,SingleFamily,2015,261160,NA,1938,NA,NA,4,9/9/16,255000,189019,neighborhood,Greenville
10 Huron Ave APT 1A,7306,Jersey City,NJ,Hudson,40.736145,-74.061767,Apartment,2015,211526,NA,NA,794,1,1,10/14/16,250000,274157,neighborhood,Journal Square
182 Lexington Ave,7304,Jersey City,NJ,Hudson,40.720696,-74.084447,SingleFamily,2015,283144,NA,1999,NA,NA,NA,2/14/17,68000,276653,neighborhood,West Side
117 Clinton Ave,7304,Jersey City,NJ,Hudson,40.717381,-74.076135,SingleFamily,2015,240839,NA,1515,NA,NA,NA,2/7/17,198500,272945,neighborhood,Bergen-Lafayette
218 York St # 5,7302,Jersey City,NJ,Hudson,40.71695,-74.043721,SingleFamily,2015,247169,1901,1516,NA,NA,NA,1/13/17,1250000,273483,neighborhood,Downtown
62 Lexington Ave,7304,Jersey City,NJ,Hudson,40.718379,-74.07954,MultiFamily2To4,2015,324117,1901,2191,NA,3,6,2/10/17,131000,276653,neighborhood,West Side
56 Seaview Ave,7305,Jersey City,NJ,Hudson,40.690116,-74.094279,SingleFamily,2015,267155,1901,3500,NA,1,4,10/19/16,275000,189019,neighborhood,Greenville
